29,100
57,61
56,42
14,9
49,82
67,10
56,73
34,46
99,24
46,29
63,23
31,78
52,16
34,83
56,14
26,75
58,33
37,13
22,78
54,29
95,50
16,47
47,67
28,49
43,90
16,65
72,67
72,92
12,18
85,72
81,17
10,73
63,77
37,27
71,99
45,23
17,35
12,10
81,75
34,39
5,79
74,10
30,20
17,22
80,17
66,17
60,96
61,70
11,2
38,24
63,85
64,80
34,53
14,82
89,22
26,31
71,2
16,5
93,16
37,36
27,6
11,70
80,42
79,85
83,82
38,46
23,31
29,63
91,69
92,79
14,55
30,8
70,38
11,5
72,79
78,30
11,90
27,4
50,7
69,15
84,66
20,40
61,47
51,40
73,58
31,63
81,52
34,11
8,51
77,84
33,47
13,28
73,60
10,99
88,85
73,37
25,75
21,10
84,18
83,2
51,63
88,84
12,22
77,74
46,66
74,74
20,66
30,48
82,63
2,97
83,9
74,96
41,55
13,79
30,90
64,72
5,98
63,38
5,8
69,71
40,93
60,85
54,34
8,7
37,74
70,14
69,12
6,62
5,79
8,66
23,45
19,21
66,75
98,27
48,43
71,96
4,84
33,7
49,14
74,29
93,3
81,21
90,18
92,50
55,17
9,100
69,19
76,46
98,31
22,18
35,52
43,40
65,54
77,50
8,80
70,56
81,86
58,76
53,75
80,87
4,74
71,7
51,43
33,18
93,21
13,65
57,54
63,52
98,30
38,22
43,50
11,46
94,45
57,6
30,51
48,21
91,26
25,49
45,91
86,7
88,86
100,16
37,4
21,30
74,11
66,45
92,32
14,52
68,80
65,38
43,22
76,83
98,4
8,12
100,43
87,27
5,26
84,90
96,28
22,66
48,87
49,27
7,40
84,82
25,98
57,96
70,31
27,75
37,100
46,80
56,62
37,19
6,11
48,91
26,93
2,17
68,48
17,55
8,82
44,75
82,61
96,64
37,38
66,94
81,94
20,38
74,25
29,100
61,13
23,23
67,47
12,53
24,71
15,28
7,88
26,15
46,3
3,91
74,70
51,47
50,56
93,70
66,21
57,42
89,89
67,11
100,48
84,75
80,1
59,73
43,62
48,70
56,63
78,4
12,25
36,58
61,91
32,87
64,90
2,87
91,68
20,53
58,82
51,97
20,22
34,14
62,23
90,6
91,36
22,83
94,10
82,43
21,26
54,58
20,52
78,99
19,37
9,84
8,38
12,66
19,43
87,75
95,61
72,81
99,66
19,50
2,30
48,27
19,68
69,96
64,96
35,76
65,2
53,72
56,23
58,71
12,2
9,90
90,19
6,61
51,75
94,67
44,48
52,75
49,5
2,87
92,48
70,53
81,86
54,15
43,55
13,93
33,81
47,10
8,72
7,22
55,1
42,45
65,17
1,71
31,76
2,52
36,97
60,32
95,14
48,77
80,73
20,88
53,72
92,19
56,8
86,38
18,96
47,43
46,37
59,54
24,29
71,15
26,20
69,72
83,93
55,42
37,13
14,16
22,9
12,18
86,50
37,22
65,44
99,24
96,94
57,75
90,92
81,74
90,57
9,98
40,62
22,40
59,49
88,2
35,70
75,33
54,92
92,52
21,99
28,97
95,20
9,45
61,87
100,66
23,49
85,11
31,30
96,6
87,67
92,38
34,34
24,67
64,70
53,75
99,3
18,61
61,49
66,95
19,74
70,60
42,24
57,80
35,97
82,56
78,48
19,24
49,55
7,94
38,3
23,17
49,67
73,89
30,16
31,80
59,97
86,12
70,56
53,82
89,91
67,93
81,79
76,64
44,14
71,98
36,1
16,31
11,48
49,40
1,20
9,96
11,22
72,34
80,50
38,2
32,44
61,96
18,84
20,84
67,18
45,74
50,22
54,49
70,46
6,45
48,64
37,59
74,40
86,78
83,12
90,96
53,52
48,41
39,20
79,37
66,81
90,3
30,43
74,18
36,13
26,64
55,26
100,70
93,96
46,87
87,90
64,5
79,24
68,50
74,93
56,13
63,35
68,18
18,12
87,26
8,67
98,98
6,41
75,22
89,43
14,48
98,92
21,57
64,69
80,53
81,31
55,63
89,94
76,91
47,18
35,20
48,48
9,96
71,86
57,77
97,63
5,4
20,46
97,52
17,75
17,79
55,34
66,74
37,59
43,89
82,21
30,88
55,69
53,87
94,53
21,6
87,44
41,62
2,58
4,74
60,98
17,34
31,92
75,60
63,60
87,19
29,61
8,41
50,34
9,86
48,53
7,68
95,85
66,5
94,96
86,91
80,4
31,37
22,39
3,90
25,93
4,47
19,39
37,90
48,15
64,15
57,1
37,1
21,97
76,19
33,65
75,37
76,54
23,14
84,57
92,68
33,69
49,18
65,18
76,87
21,45
51,21
85,72
12,59
82,9
34,2
83,74
25,69
73,78
63,1
26,72
50,2
78,73
64,62
65,32
47,45
22,54
29,39
97,31
94,66
46,2
11,87
99,46
72,57
46,37
18,45
97,83
37,17
49,36
97,18
85,74
23,74
54,85
40,86
48,38
33,1
9,73
3,7
19,91
4,79
61,28
57,39
65,65
52,7
59,75
11,28
26,61
2,69
45,19
64,75
99,30
28,93
23,100
21,18
59,62
100,90
53,50
100,34
23,63
32,68
91,99
82,83
27,83
74,90
99,92
1,4
24,48
50,27
78,43
86,13
99,3
27,29
55,14
41,56
39,99
62,17
27,72
22,27
98,80
73,77
60,34
87,79
65,81
2,56
88,57
78,40
20,2
40,34
82,49
25,89
61,73
43,96
67,46
44,26
14,14
85,37
63,37
63,34
40,83
13,5
64,58
100,36
73,8
31,37
77,96
35,49
67,84
66,12
73,30
73,15
71,65
47,29
40,29
12,56
32,13
78,51
3,86
50,43
2,100
14,25
14,33
12,20
39,7
18,67
95,97
19,34
7,82
30,55
10,10
86,14
20,48
24,64
53,34
95,17
48,66
53,43
99,28
65,36
54,62
12,70
67,59
17,82
82,49
17,69
32,72
72,75
18,61
58,85
35,65
68,75
9,4
59,68
3,4
75,48
98,84
6,39
80,20
77,100
50,92
90,60
76,2
55,94
90,79
38,18
70,7
6,95
58,20
59,52
30,26
8,5
48,100
18,64
18,28
61,70
80,32
78,32
17,61
4,72
68,34
4,12
40,78
29,2
16,84
57,53
30,46
23,95
43,74
75,75
86,56
66,53
54,94
63,10
39,43
66,57
77,42
9,91
32,11
70,86
66,89
8,23
56,44
53,85
92,49
79,74
97,91
75,78
34,77
24,71
83,71
21,58
77,15
49,1
56,31
58,72
29,33
76,78
14,61
52,44
87,84
58,78
7,30
37,37
88,1
29,66
69,14
59,4
61,99
20,64
25,38
90,13
22,91
35,83
36,12
41,15
72,57
56,18
84,9
62,50
97,34
67,26
37,10
85,36
39,73
85,93
36,30
23,81
80,79
79,39
79,21
68,37
1,38
11,84
42,23
86,98
71,49
94,1
93,88
89,36
7,3
73,73
92,98
47,12
90,28
10,24
35,53
89,54
12,14
41,98
98,55
51,9
25,81
11,50
33,97
15,59
51,48
22,9
53,5
4,18
65,15
61,49
3,18
88,25
13,62
22,31
86,5
3,23
1,27
56,92
35,97
4,67
72,19
43,44
59,81
5,51
5,84
29,92
34,13
61,99
25,53
37,13
71,50
91,1
60,54
23,84
78,98
43,24
60,59
53,4
35,4
42,62
3,70
21,100
66,6
31,47
80,89
16,1
48,34
47,44
90,93
25,22
59,12
74,1
60,56
73,32
92,6
95,79
67,12
99,73
73,6
89,5
39,99
19,86
66,71
5,14
89,9
62,31
6,54
100,8
20,36
69,31
12,2
98,3
11,24
25,37
68,96
7,52
34,66
85,92
46,66
81,6
82,1
81,91
7,48
10,10
3,25
29,17
81,18
58,9
46,19
53,71
84,43
58,34
27,88
99,89
18,48
22,93
84,74
60,72
3,88
58,87
92,35
21,11
6,75
33,83
74,9
44,28
6,28
11,22
24,99
63,27
7,93
80,38
96,33
15,52
24,55
13,49
44,47
19,64
22,3
37,83
43,13
95,84
57,74
21,1
59,41
78,2
91,56
65,49
10,20
92,19
92,91
12,5
72,28
47,93
32,60
77,64
27,90
8,23
37,85
16,97
28,12
81,95
4,97
82,47
85,42
80,38
20,34
37,90
16,9
36,70
69,36
36,7
56,29
75,57
25,87
14,3
64,59
14,49
69,73
9,17
45,63
47,90
53,97
25,95
96,34
81,92
9,6
43,30
