1,338,97
2,234,57
3,409,92
4,632,41
5,966,5
6,274,77
7,402,32
8,295,10
9,289,69
10,483,31
11,70,80
12,318,25
13,961,39
14,141,29
15,786,80
16,179,11
17,288,38
18,715,41
19,789,50
20,631,51
21,956,12
22,833,31
23,658,22
24,571,60
25,8,83
26,777,74
27,935,100
28,473,31
29,469,42
30,473,17
31,815,77
32,510,71
33,560,43
34,302,96
35,389,85
36,450,24
37,613,97
38,16,53
39,536,94
40,30,78
41,292,51
42,992,3
43,73,83
44,703,57
45,166,10
46,501,27
47,494,20
48,9,91
49,985,14
50,628,81
51,646,16
52,960,13
53,483,75
54,636,81
55,47,94
56,590,88
57,631,37
58,636,7
59,524,79
60,532,28
61,419,71
62,801,74
63,897,26
64,826,57
65,70,53
66,498,16
67,277,74
68,389,92
69,761,99
70,844,27
71,870,42
72,230,57
73,103,8
74,387,71
75,211,52
76,267,30
77,792,99
78,869,72
79,421,1
80,646,52
81,850,77
82,550,10
83,675,39
84,461,31
85,426,23
86,253,97
87,858,51
88,77,50
89,893,91
90,360,43
91,26,15
92,222,91
93,661,57
94,125,14
95,53,72
96,483,58
97,938,19
98,8,67
99,588,92
100,707,78
101,422,70
102,238,87
103,911,79
104,123,64
105,305,3
106,299,18
107,601,49
108,389,29
109,590,29
110,21,33
111,779,66
112,459,94
113,109,43
114,864,93
115,34,90
116,759,9
117,47,21
118,247,96
119,474,17
120,720,85
121,787,30
122,934,13
123,553,5
124,178,88
125,136,93
126,935,12
127,579,67
128,136,56
129,550,93
130,35,78
131,984,55
132,644,19
133,600,35
134,601,84
135,216,97
136,687,40
137,783,67
138,438,44
139,581,27
140,148,12
141,144,12
142,37,59
143,369,44
144,977,63
145,949,24
146,309,25
147,6,69
148,561,98
149,181,100
150,745,87
151,366,19
152,39,42
153,130,9
154,627,29
155,312,87
156,473,34
157,52,95
158,79,89
159,90,35
160,970,72
161,925,73
162,692,4
163,170,29
164,58,32
165,214,75
166,390,39
167,921,11
168,833,28
169,824,67
170,346,60
171,929,77
172,990,56
173,262,5
174,22,100
175,115,89
176,770,2
177,889,81
178,498,53
179,208,100
180,701,22
181,139,83
182,765,70
183,312,23
184,216,10
185,102,70
186,656,53
187,302,70
188,327,53
189,704,32
190,174,30
191,520,79
192,519,86
193,896,8
194,534,4
195,353,90
196,189,69
197,750,81
198,800,21
199,714,70
200,757,4
201,832,77
202,943,56
203,813,28
204,57,65
205,489,52
206,417,76
207,559,2
208,348,97
209,131,33
210,142,24
211,892,81
212,441,20
213,301,82
214,153,6
215,522,85
216,435,45
217,834,70
218,211,81
219,182,64
220,968,89
221,744,51
222,278,89
223,435,98
224,400,70
225,798,76
226,695,93
227,650,20
228,915,84
229,104,22
230,168,36
231,904,5
232,83,59
233,551,7
234,428,50
235,502,68
236,469,32
237,635,13
238,547,58
239,84,11
240,842,98
241,859,45
242,803,12
243,10,5
244,876,51
245,654,82
246,989,23
247,714,66
248,32,56
249,101,38
250,825,61
251,53,15
252,874,21
253,213,2
254,698,7
255,71,84
256,963,51
257,845,53
258,483,93
259,198,25
260,983,19
261,178,47
262,684,48
263,217,33
264,865,68
265,828,89
266,975,44
267,789,3
268,959,6
269,200,77
270,742,97
271,63,58
272,127,65
273,299,69
274,905,48
275,64,22
276,690,25
277,911,93
278,699,33
279,957,92
280,722,96
281,773,44
282,175,31
283,533,76
284,66,88
285,433,1
286,715,7
287,784,87
288,959,97
289,315,48
290,327,83
291,675,62
292,429,75
293,677,17
294,463,85
295,438,6
296,995,6
297,588,83
298,850,17
299,182,99
300,408,17
301,690,62
302,755,45
303,939,66
304,221,50
305,636,7
306,541,54
307,245,6
308,197,93
309,514,3
310,363,52
311,784,59
312,344,84
313,486,61
314,226,88
315,756,54
316,905,100
317,782,33
318,698,98
319,348,4
320,895,35
321,360,73
322,737,67
323,384,37
324,721,35
325,248,79
326,690,61
327,817,21
328,923,73
329,545,53
330,21,82
331,632,20
332,475,7
333,237,42
334,339,50
335,560,65
336,133,6
337,285,46
338,872,46
339,826,60
340,842,92
341,191,31
342,172,23
343,952,45
344,385,49
345,831,53
346,25,63
347,718,16
348,11,67
349,548,15
350,227,38
351,502,6
352,593,4
353,628,74
354,306,85
355,353,32
356,117,95
357,94,75
358,777,22
359,509,79
360,383,60
361,557,90
362,786,43
363,314,88
364,246,72
365,206,84
366,546,64
367,130,15
368,158,59
369,382,81
370,494,22
371,397,85
372,291,12
373,477,29
374,608,11
375,103,28
376,37,66
377,172,83
378,628,83
379,506,22
380,496,35
381,781,84
382,468,57
383,786,97
384,234,40
385,875,50
386,174,69
387,606,90
388,673,19
389,785,32
390,223,36
391,1000,95
392,459,93
393,2,76
394,913,93
395,207,1
396,652,71
397,344,55
398,950,27
399,752,79
400,98,15
401,234,14
402,136,43
403,158,2
404,495,12
405,419,82
406,257,90
407,657,13
408,198,4
409,46,18
410,999,39
411,629,78
412,504,99
413,383,27
414,195,60
415,930,57
416,340,63
417,885,12
418,378,17
419,181,21
420,317,7
421,907,12
422,96,77
423,786,14
424,532,41
425,759,72
426,405,49
427,550,41
428,860,81
429,279,43
430,44,86
431,244,21
432,544,62
433,246,60
434,546,98
435,303,81
436,899,46
437,462,37
438,405,99
439,856,80
440,860,1
441,749,5
442,295,38
443,385,25
444,9,31
445,812,31
446,360,33
447,844,7
448,639,51
449,190,62
450,80,54
451,257,35
452,232,19
453,631,24
454,880,16
455,265,64
456,56,92
457,608,98
458,238,19
459,802,89
460,522,1
461,956,84
462,888,21
463,292,52
464,54,88
465,567,28
466,675,73
467,214,91
468,421,18
469,601,2
470,356,19
471,415,80
472,110,47
473,765,16
474,389,73
475,472,86
476,795,7
477,404,83
478,887,23
479,530,75
480,508,75
481,168,21
482,977,64
483,737,97
484,985,12
485,494,28
486,102,79
487,565,95
488,51,18
489,499,24
490,830,13
491,230,34
492,653,26
493,376,75
494,890,94
495,469,74
496,890,16
497,359,1
498,474,89
499,103,30
500,24,38
501,48,19
502,699,32
503,391,5
504,899,47
505,748,52
506,539,71
507,15,85
508,70,47
509,800,89
510,765,92
511,34,74
512,37,77
513,563,83
514,164,64
515,350,88
516,557,49
517,339,27
518,173,61
519,667,39
520,419,42
521,620,10
522,886,52
523,807,12
524,35,77
525,67,92
526,864,47
527,225,68
528,730,9
529,514,13
530,273,87
531,326,96
532,423,65
533,761,58
534,99,55
535,449,9
536,695,79
537,874,78
538,163,1
539,443,48
540,761,93
541,996,9
542,779,75
543,124,33
544,163,72
545,639,37
546,113,88
547,16,3
548,506,30
549,584,12
550,346,34
551,528,98
552,486,99
553,68,29
554,881,97
555,988,83
556,725,71
557,761,96
558,422,66
559,757,51
560,661,33
561,400,72
562,275,24
563,725,62
564,348,87
565,881,3
566,441,64
567,616,56
568,483,60
569,192,26
570,249,13
571,638,90
572,452,1
573,133,96
574,231,39
575,711,72
576,73,6
577,836,77
578,631,11
579,158,15
580,772,77
581,766,97
582,403,67
583,236,6
584,337,31
585,48,31
586,268,16
587,488,33
588,313,80
589,973,44
590,724,88
591,478,52
592,695,19
593,224,94
594,445,62
595,453,29
596,226,80
597,277,62
